Date / Time	City	State	Shape	Duration	Summary	Posted
11/07/2014 21:00:00	Ahmedabad (India)		Circle	10 minutes	Dear team I had observed an UFO activity near my place yesterday. Lights  were blinking of this object. For more than 10 minutes this ob	11/14/14
11/07/2014 21:00:00	Honolulu	HI	Light	6-8 seconds	In Waikiki, two separate bright green lights 100 feet off ground, moving at  great speed toward ground.	11/14/14
11/07/2014 20:30:00	Hobbs	NM	Changing	15 seconds	Triangle shaped blinking red lights moving slowly in the northern sky.	11/21/14
11/07/2014 20:00:00	Palm City	FL	Fireball	2 seconds	White lights zipping through NE sky seen in Stuart, Florida.	11/14/14
11/07/2014 19:45:00	Jamestown	OH	Light	30-45 seconds?	Orange lights blinking in and out.	11/14/14
11/07/2014 19:15:00	Portland	OR	Formation	~10 minutes	Light formations in Portland sky.	11/14/14
11/07/2014 19:00:00	Falls Church	VA	Other	6 seconds	((HOAX??)) I saw something in the bushes I thought it was nothing. I got  para luzed and saw it and now is invisible	1/07/2015
11/07/2014 18:18:00	Albuquerque	NM	Fireball	Brief	Green fireball streaking across sky in Albuquerque, NM.	11/14/14
11/07/2014 18:00:00	Griggsville	IL	Light	10 seconds	Row of amber lights in the sky.	11/14/14
11/07/2014 17:25:00	Macomb	IL	Light	15 minutes	There were two lights that appeared one right after the other, than jets  were in the air and a formation of lights was spotted.	11/14/14
11/07/2014 17:00:00	Carneys Point	NJ	Disk	5 minutes	I saw 3 disk/saucer type objects flying erratic around one another for  about 5 minutes and then ascended into the atmosphere.	11/21/14
11/07/2014 17:00:00	Avon	IL	Sphere	15 minutes	Large white circles in a straight row over Avon Illinois.	11/14/14
11/07/2014 16:45:00	Grand Junction	CO	Circle	20 minutes	((HOAX??)) Round flying giant lights over mesa veiwed from gj and 1 glowing  massive ship above the resta legitimate sighting.	12/12/2014
11/07/2014 16:30:00	Puyallup/South Hill	WA	Disk	5 minutes	Looked as if it were floating and spinning as it turned one side of it had  a row of white lights was moving tward Mt. Rainier. After it	11/14/14
11/07/2014 7:40:00	Fort Wayne	IN	Disk	2 minutes	It was a saucer moving faster than anything I have ever seen, for a few  moments and then it went straight up in the air and vanished.	11/14/14
11/07/2014 5:25:00	Wade	NC	Light	1-2 hours	Strange dancing, multidirectional light in the sky	11/14/14
11/07/2014 4:53:00	Hickory	NC	Fireball	10-15 seconds	A very bright orb caught my eye descending roughly thirty degrees from the  horizon. For the first second and a half, the orb was teardr	11/14/14
11/07/2014 2:00:00	New Port Richey	FL	Light	4 minutes	I went out and looked up in night sky saw light traveling up and up then  faster than was gone.	11/21/14
11/06/2014 22:30:00	Needles	CA	Fireball	4 seconds	Unknown falling object in Needles, CA.	11/14/14
11/06/2014 21:00:00	Onalaska	WI	Circle		UFO sighting in Onalaska, WI.	11/14/14
11/06/2014 20:30:00	Boulder City	NV	Oval	2 hours	From Boulder City looking southwest toward the McCullough mountain range  which would be close to Jean NV I saw a oval white light hover	11/14/14
11/06/2014 20:30:00	Wheat Ridge	CO	Other	Hour	I was out on my balcony smoking cigarette when I saw a green illuminating  light keep flashing at first I thought it was one of those bi	11/14/14
11/06/2014 20:00:00	Quapaw	OK	Oval	5 minutes	While driving home tonight we saw a super bright white light with blinking  blue and reddish lights moving in different directions above	11/14/14
11/06/2014 19:55:00	Lula	GA	Light	2 minutes	Bright Round Light floating through Trees in Lula Georgia.	11/14/14
11/06/2014 19:45:00	Buckeye	AZ	Circle		Circular shaped craft hovering about municipal complex. Multiple vehicles  on the road slowed down to view the craft. Hovered silently i	11/14/14
11/06/2014 19:00:00	Edgerton	WI	Cigar	45 seconds	I saw a line of green lights, 5 in total, slowly crossing the sky with the  light toward the rear having a flashing red light next to it	11/14/14
11/06/2014 19:00:00	Greendale	AL	Sphere	5 seconds	Two objects flew across the sky from south to north close together they  were jade in color my wife saw them while driving.	11/14/14
11/06/2014 19:00:00	Sulphur	LA	Sphere	5 seconds	A friend and I were returning from Lake Charles, Louisiana, to Sulphur when  I spotted a green sphere falling from the sky doubted mys	11/14/14
11/06/2014 18:00:00	Phenix City	AL	Other	30 seconds	At around 18:00 or 18:30 hrs. on November 6, 2014, my friend and I  witnessed a disc like oval craft traveling SE over Phenix City.	11/14/14
11/06/2014 11:59:00	Greensboro	NC	Circle	8 minutes	Witnessed three round craft lights around each craft, flight pattern at  first slow almost stationary 5 minutes then left quickly.	11/14/14
11/06/2014 11:30:00	Lafayette	CO	Unknown	2 minutes	Object in distance darted in straight line, disappeared, showed up in new  location and darted in another line, ~10 times	11/14/14
11/05/2014 22:00:00	Antrim Township	MI	Triangle	5 minutes	Triangle object slowly traveling east.	11/06/2014
11/05/2014 21:00:00	Minot	ND	Formation	30	Lights Form Triangle Shape In Minot, ND.	11/06/2014
11/05/2014 20:50:00	Dearborn	MI	Triangle	:10	Object with red solid lights and blinking green flying and hovering  overhead - faint 'whirring' sound	11/14/14
11/05/2014 20:00:00	McFarland	WI	Rectangle	5 minutes	Normal looking aircraft behind to larger rectangular aircraft with white  lights. Traveling Northeast between McFa.	11/14/14
11/05/2014 20:00:00	Marlborough	MA	Sphere	8 minutes	Round orange objects floating across sky and disappearing one by one.	11/06/2014
11/05/2014 20:00:00	Tampa	FL	Fireball	2 minutes	It was 8:00 pm as a family member proceeded to call out my name with a bit  of wary, it wasnt till i stepped out my house and looked up	11/06/2014
11/05/2014 19:00:00	Holmes	NY	Triangle	1 minute	2 hovering bright red lights, suddenly more lights illuminated in two  triangle shapes.	11/06/2014
11/05/2014 18:40:00	Peoria	AZ	Circle	<1 minute	I saw a UFO, then, it disappeared!	11/06/2014
11/05/2014 18:38:00	Chino Hills	CA	Fireball	1 minute	Small fire orange fireball…	11/06/2014
11/05/2014 18:12:00	Manassas	VA	Light	2 minutes	Single bright green light seen from my car over sudley rd near i66 in  Manassas. Moved forward, then stopped and hovered before continu	11/06/2014
11/05/2014 15:00:00	Anderson	CA	Oval	5 minutes	I saw a whole fleet of white and beautiful UFO orbs. There was one other  witness. I summoned them.	11/06/2014
11/05/2014 14:00:00	Flagstaff	AZ	Cigar	5 minutes	Silver Cigar shaped UFO near Mt. Elden.	11/06/2014
11/05/2014 8:30:00	Littleton (outside of)	CO	Circle	2 minutes	I saw a whight object moving above my school at very high speeds.	11/14/14
11/05/2014 7:30:00	Artesia	NM	Cylinder	15 seconds	Was driving to Carlsbad across the highway from Brantley lake hovering  above the hill was a metallic cylinder was stationary above a ac	11/06/2014
11/05/2014 4:50:00	San Tan Valley	AZ	Oval	20 minutes	Single oval object blinking red and white light. Making loops over the  Arizona desert near Coolidge, AZ	11/06/2014
11/05/2014 2:50:00	Hometown	IL	Circle	15-20 seconds	Round object with a set of very dim red lights on it. Moved from West to  East.	11/06/2014
11/05/2014 2:45:00	Zachary	LA	Triangle	10 minutes	5 perfectly Sequential Yellowish Flashing Lights in a Large Triangle with  Loud Rumbling Sound Moving in Unison to Northwest in Baton Ro	11/06/2014
11/05/2014 2:45:00	Woburn	MA	Circle	30 minutes	Bright light over tree with very loud electrical hum.	11/06/2014
11/04/2014 0:00:00	Denver	CO	Oval	5 minutes	I was standing at the top of the parking garage next to Whole Foods on 2nd  Ave in Cherry Creek. I was admiring the alpen glow looking.	11/06/2014
11/04/2014 23:45:00	Urbandale	IA	Triangle	2 seconds	Light-weight triangle with organized lights flys low altitude over  Urbandale, IA.	11/06/2014
11/04/2014 23:00:00	Hampton	VA	Rectangle	1:00	It was in a rectangular shape with a row of of big yellowish lights. I  noticed when the car i was in stopped the object wasn't moving,i	11/06/2014
11/04/2014 23:00:00	Hampton	VA	Rectangle		A rectangle shape with a row of lights inside. I thought it was a plane at  first but when the car i was in stopped the object wasn't mo	11/06/2014
11/04/2014 22:20:00	Tarrytown	NY	Disk	3 seconds	Saw out window. Flashing red lights, huge and low to ground, disk shaped.	11/06/2014
11/04/2014 20:45:00	Littleton	CO	Chevron	10 seconds	Large "V" shaped craft completely dark. No lights or sounds at all	11/06/2014
11/04/2014 20:00:00	Rohnert Park	CA	Light	3 minutes	8 floating lights.	11/06/2014
11/04/2014 17:45:00	Locust Grove	GA	Light	30 seconds	Three lights, one object, hovering on the northern horizon.	11/06/2014
11/04/2014 16:26:00	Pelham	MA	Diamond	5 minutes	Diamond shaped object near the Quabbin in Pelham.	11/06/2014
11/04/2014 15:00:00	Tarzana	CA	Oval	7 minutes	Looked like an aluminum stadium like a blimp that was light up and just  hovered then vanished	11/06/2014
11/04/2014 0:20:00	Gonzalas	LA	Triangle	20 minutes	Black triangular with white light in center seen hovering above trees while  driving home	11/06/2014
11/04/2014 0:00:00	Humble	TX	Rectangle	1 minutes	AMBER SQUARE OBJECT, HIGH IN ATMOSPHERE, MOVING NW TO SE (1-MIN)	11/26/14
11/03/2014 23:45:00	Ashburnham	MA	Sphere	1 hour	1 turned into 3 pulsating orbs of light, red, blue, green and whitish in  color disappeared after use of flashlight in sky	11/06/2014
11/03/2014 23:10:00	Aberdeen	MD	Unknown	2 seconds	During the course of this evening(11/03/14), I heard several sky based  booms, the final one was a bit unnerving. At approx. 2310hrs in	11/06/2014
11/03/2014 21:30:00	Wilmington	NC	Circle	5 minutes	Orange ball of fire moving slowing 200 feet above the ground.	11/06/2014
11/03/2014 21:25:00	Johnson City	NY	Rectangle	5-10 minutes	Witnessed a large object hovering above and then moving away from a power  line tower, with lights and no sound.	11/06/2014
11/03/2014 20:10:00	Naples	FL	Oval	6 minutes	Reddish orange lights that wobbled and change direction as they ascended  away	11/06/2014
11/03/2014 20:00:00	East Stroudsburg	PA	Disk	25 seconds	I thought it was an airplane but what made me realize it wasn't was because  their was two objects one was moving way faster than the ot	11/06/2014
11/03/2014 20:00:00	Canyon Lake	CA	Fireball	5 minutes	Walked outside to take trash out. I saw above my neighbor's house 2 bright  orange balls moving together slowly one in front of the oth	11/06/2014
11/03/2014 20:00:00	Cottonwood	AZ	Light	3 minutes	Extremely bright lights (2) fluctuating downward, and 5 + times brighter  than an plane (AND SILENT). Low Level Flight pattern.	11/26/14
11/03/2014 19:20:00	Berlin	NJ	Unknown	10 minutes	Bright white pulsating light in the night sky with red and green blinking  lights underneath.	11/14/14
11/03/2014 18:30:00	Watkinsville	GA	Other	3 seconds	We saw a brief flash near the horizon.	11/06/2014
11/03/2014 18:20:00	Jeffersonville	IN	Triangle	5 seconds	UFO seen traveling east on I-265, while driving home from work. Very  triagular shaped object. Blue and green in color. Passed my line o	11/06/2014
11/03/2014 18:20:00	Durham	NC	Sphere	5-6 seconds	Rapidly descending sparking fireball, seen over the course of several  seconds	11/06/2014
11/03/2014 18:20:00	Kennesaw	GA	Light	3 seconds	Intense white ORB moving parallel to ground at constant speed spotted in  Kennesaw, Georgia, moving parallel to highway.	11/06/2014
11/03/2014 17:50:00	Eurodisney/Marne La Vallée (France)		Formation	1 minute	Formation of UFOs in the sky during Disney Parade at Eurodisney.	11/06/2014
11/03/2014 10:00:00	Lorman	MS	Fireball	1-3 seconds	Bright streak of light fast moving started small went out at largest size.	11/06/2014
11/03/2014 8:45:00	Whitecourt (Canada)	AB	Light	10 minutes	Bright white, red and green light over whitecourt, ab	11/14/14
11/03/2014 2:40:00	Oxnard	CA	Sphere	2 minutes	Nighttime BIG orange glowing orb sphere that slowly disappeared into the  ocean.	11/06/2014
11/03/2014 1:30:00	Keyser	WV	Fireball	5 minutes	West Virginia man sees strange orange object in the night sky	11/06/2014
11/03/2014 0:05:00	Milner	GA	Disk	1 hour	Disk-shaped red green lights turning on a dime saw a bean of lights across  the str	11/06/2014
11/02/2014 23:00:00	Cranbury/East Windsor	NJ	Diamond	2 hours	Multitude of diamond shaped crafts appearing miraculously in the sky	11/06/2014
11/02/2014 23:00:00	Robertsdale	AL	Light	30 minutes	I could not explain it, and wondering if anyone else saw it.	11/06/2014
11/02/2014 23:00:00	Churubuaco	IN	Other	2 seconds	Very loud boom heard all over the city. Woke a lot of people up. Describe  as very loud boom and noise shook the structure they were sta	11/06/2014
11/02/2014 19:00:00	Bellevue	WA	Changing	10 minutes	((HOAX??)) Multiple (5+?) Unidentified aerial phenomenon in Bellevue, WA.	12/22/14
11/02/2014 19:00:00	Matthews	NC	Formation	5-10 minutes	50+ orbs in a pattern low flight. Police took image from phone. I have  pictures.	11/06/2014
11/02/2014 19:00:00	Janesville	WI	Light		Triangle shaped craft lights red green and blue.	11/06/2014
11/02/2014 18:03:00	Phoenix	AZ	Unknown	8.51 minutes	Red and green light hovering changed directions instantly.	11/06/2014
11/02/2014 16:12:00	Troy	OH	Circle	30 seconds	2 bright lights turned in circular motion then vanished.	11/06/2014
11/02/2014 15:30:00	Olathe	KS	Sphere	30 minutes	I just want to know what it was. See the pics.	11/06/2014
11/02/2014 12:30:00	Weston	CT	Sphere	1 second	Bright yellowish sphere cut across sky extrememly fast at what appeared to  by a very low altitude. I only saw the orb for a second befo	11/06/2014
11/02/2014 8:20:00	Petersburg	KY	Circle	?	Huge orb like object in picture not visable to naked eye.	11/06/2014
11/02/2014 5:30:00	Park Rapids	MN	Light	20 minutes	Flash of light on clear sky heading north from south. Very fast. Minutes  later 12 different flocks of birds flying in the same path.	11/06/2014
11/02/2014 4:58:00	Allentown	PA	Circle	10 seconds	Vanishing lights	11/06/2014
11/02/2014 1:30:00	Venice	CA	Chevron	1 minute	2 objects - both 5-7 lighst each in a chevron shape - flying slowly with no  noise - three times faster than a DJI drone	11/06/2014
11/02/2014 1:30:00	Oakland	CA	Oval	10 minutes	Glowing flame like red object.	11/06/2014
11/02/2014 1:00:00	South Bend	IN	Teardrop	3 minutes	Multiple crafts illuminated with white and gray light	11/06/2014
11/01/2014 22:45:00	Spring Hill	FL	Fireball	2 minutes	Flame looking object.	11/06/2014
11/01/2014 22:45:00	Bangalore (India)		Triangle	5-8 minutes	Unusual Intense Lights in Triangle formation and a dark triangular object  in the in Bangalore, India on first nov 2014	11/06/2014
11/01/2014 22:35:00	Simi Valley	CA	Fireball	10 minutes	Red fireball floating in sky.	11/06/2014
11/01/2014 22:30:00	Simpsonville	SC	Rectangle	0:01:00	It literally looked like a roundish rectangular loaf of bread flying  through the sky.	11/06/2014
11/01/2014 22:20:00	Troy	OH	Formation	3 minutes	((HOAX??)) A stream of ten lights hovering above the city for about three  minutes.	11/06/2014
11/01/2014 22:00:00	Sheridan	WY	Sphere	Less than one half hour.	Two U.F.O observed first. Then Three , Then more. Six in total. Had to have  been Space Craft with all of the manuevers.	11/06/2014
11/01/2014 22:00:00	Onaway	MI	Light	30 seconds	Stationary bright object that immediately caught my eye as I stepped out  the door.	11/14/14
11/01/2014 20:12:00	Chicago Heights	IL	Light	~5 minutes	My sister called me and told me to immediately go outside and look in the  sky. I watched dozens of Orange lights travel from north to s	11/06/2014
11/01/2014 18:40:00	San Diego	CA	Teardrop	15-20 seconds	Blue/green light changed to white, and then red. Made hairpin 90 degree  turns without slowing down.	11/06/2014
11/01/2014 17:00:00	Bloomingdale	IL	Light	1-2 minutes	Three lights, 2 bright then grew dim. All disappeared.	11/06/2014
11/01/2014 12:00:00	Glenwood Springs	CO	Other	5 minutes	2 large military bomber like aircraft banking between and below mountain  ranges, extremely low flight pattern, flying due west.	11/06/2014
11/01/2014 11:30:00	Winona	MN		10 seconds	A bright light appeared shining through our window, then down at our floor  and then in the opposite direction towards our closet. The m	11/06/2014
11/01/2014 10:30:00	Owensboro	KY	Fireball	15 minutes	Fireballs were over Owensboro, KY, late last night at 10:30 p.m..	11/06/2014
11/01/2014 10:00:00	Greenbrier	AR	Circle	1 minute	Silver ball like object that vanished into thin air.	11/06/2014
11/01/2014 6:45:00	Holland	TX	Circle	8 seconds	On the morning of Sat., November 1st, 2014, between 6:40 am and 6:45 am, I  was traveling south in Texas highway 95.	11/06/2014
11/01/2014 6:40:00	Sulphur Springs	TX	Oval	10-15 seconds	Deer hunt spoiled by sudden appearance of 3 bright lights, surrounded by a  dim amber ring of light.	11/06/2014
11/01/2014 6:30:00	Chattanooga	TN	Unknown	3	Driving S on Browns Ferry Rd., before Browns Ferry Landing, I noticed to my  right a plane flying about 2000ft over Raccon Mountain.	12/05/2014
11/01/2014 5:30:00	Laconia	NH	Unknown	10 minutes	unusual sound like a large invisible object rising from the ground into the  sky;disturbed all dogs in neighborhood	11/14/14
11/01/2014 3:50:00	Madison	WI	Light	10 seconds	As I was driving towards Madison, WI, I noticed a light moving across the  sky. It was just one single light, moving fast.	11/06/2014
11/01/2014 3:00:00	Gainesville	FL	Light	20 minutes	Saw what a hovering obj. making a almost purring noise.Multiple colored  bright lights shined directly into the window of our apartmen	11/06/2014
11/01/2014 1:20:00	San Marcos	TX	Chevron	~30 seconds	Chevron shaped object with rounded ends and internal glow flies over Texas  City.	12/22/14Date / Time	City	State	Shape	Duration	Summary	Posted
12/31/14 23:59	Wailuku	HI	Circle	20 minutes	Exactly one year to the date more red orange floating objects.	1/07/2015
12/31/14 23:59	St. Thomas (U. S. Virgin Islands)		Triangle	5 minutes	Red triangle seen over us Virgin Islands on New Year's Eve.	1/09/2015
12/31/14 23:30	San Jose del Cabo (Baja California)(Mexico)		Triangle	10 minutes	Two triangular lights over San Jose del Cabo New Year's eve. I was not  drinking.	1/07/2015
12/31/14 23:30	Boynton Beach	FL	Light	1 minute	Orange light moves west, flickers, then takes off full speed out of sight.	1/07/2015
12/31/14 23:30	Smyrna	GA	Disk	15 minutes	Very bright orange/red lights on disc shaped craft heading due south over  Atlanta on New Years Eve	1/07/2015
12/31/14 23:15	Onancock	VA	Light	2-3 seconds	Fast bright light disapears with in a second	1/07/2015
12/31/14 22:45	Bear Lake	UT	Sphere	5 minutes	Dark orange light that was stationary in the sky and turned from 1 light to  3 lights in a crescent shape.  Stayed in one place for ab	1/07/2015
12/31/14 22:45	Somersworth	NH	Fireball	10 minutes	Two orange fireballs seen moving silently across the night sky in  Somersworth, NH.	1/07/2015
12/31/14 22:15	Vancouver	WA	Light	15 minutes	Orange orbs seen in southeast sky over Vancouver WA on New Years Eve at  about 10:15pm	1/07/2015
12/31/14 22:00	Taos	NM	Light	Several minutes	Large ball of orange/yellow light in Taos, NM.	1/07/2015
12/31/14 22:00	Kalispell	MT	Fireball	5 minutes	I was walking down 2nd ave east as I watched fireworks for the New Years  and I saw coming from the SW of town a totally lit object.	1/07/2015
12/31/14 22:00	Spring Hill	FL	Fireball	2:00	Weird fireball on the sky on Spring Hill, Florida.	1/07/2015
12/31/14 21:30	Port Ludlow	WA	Sphere	10 minutes	Orange ball crossing sky.	1/07/2015
12/31/14 21:30	Tampa	FL	Triangle	2-3 minutes	3 Reddish-orange lights in a triangle moving over New Tampa	1/07/2015
12/31/14 21:26	Cayucos	CA	Sphere	1 minute	I feel confident of what observed.	1/07/2015
12/31/14 21:00	Draper	UT	Light	15 minutes	A SMALLER LIGHT OBJECT CATCHING UP AND FOLLOWING AN AIRLINER	1/07/2015
12/31/14 21:00	Calgary (Canada)	AB	Light	3 minutes	3 bright orange lights.	1/07/2015
12/31/14 21:00	Rolesville	NC	Circle	10 minutes	Seen 6 objects that were orange in color round in shape ,all in a line  looked like they were on a string all coming out of the west mov	1/07/2015
12/31/14 20:48	Shasta Lake	CA	Fireball	2 + seconds	Dec 31, 2014, Shasta Lake, CA, extra large fireball with reddish debris  coming off, 2+sec. duration. Largest I have ever seen.	1/07/2015
12/31/14 20:30	St. George	UT	Light	3 minutes	Seven orange lights in Saint George.	1/07/2015
12/31/14 20:27	Grants Pass	OR	Fireball	3 minutes	Bright orange light hovering in the sky.	1/07/2015
12/31/14 20:10	Jacksonville	FL	Fireball	4 minutes	I saw 3 objects one was flaming red with 4-6 flames beneath the other 2  were just red lights	1/07/2015
12/31/14 20:00	Hayden	ID	Fireball	4 minutes	Pinkish circular fireball orbs in the sky, silent, and then vanishing. I  got three out of four on film with my Samsung Galaxy s5.	1/16/15
12/31/14 20:00	Fayetteville	NC	Light	15 minutes	Red lights. Would fade out and reappear in nearby at a different height. No  sound. Attempted to film it with cell phone.	1/07/2015
12/31/14 19:45	Pasadena	MD	Disk	1 minute	Seen 5 bright orange lights approach my home from the southwest. No sound.	1/07/2015
12/31/14 19:45	Pasadena	MD	Disk	2 minutes	Seen 5 bright orange lights approaching my home traveling approx 3 to 4000  feet at 150 to 200 mph to the northeast. looking up at app	1/07/2015
12/31/14 19:40	Cincinatti	OH	Circle	5 minutes	Orange ballot light traveling at constant speed across the sky.	1/07/2015
12/31/14 19:30	McKean Twp.	PA	Light	4 seconds	Two balls of light in clear night sky.	1/07/2015
12/31/14 19:15	Clarksville	TN	Fireball	~10 minutes	Fireball type aircraft making a show on New Year's Eve in Clarksville, TN.	1/07/2015
12/31/14 19:00	Wenatchee	WA	Light	15 minutes	Bright red lights seen over Wenatchee.	1/07/2015
12/31/14 17:34	Lakewood	CO	Chevron	30 seconds	Lakewood, CO.	1/07/2015
12/31/14 14:00	Clearwater	MN		20 seconds	Eastbound light orb seen for approx 30 seconds central MN.	1/07/2015
12/31/14 11:00	Everett	WA	Unknown	15 minutes	It looked like what was a jet going straight up in the sky with jet streams  behind it.... But wasn't moving...then two fighter jets fle	1/07/2015
12/31/14 10:15	Temecula	CA	Rectangle	3 seconds	Blue rectangular, semi-transparent object (~6' x ~12') rose up out of a  small grove of fruit trees and disappeared with a very bright w	1/07/2015
12/31/14 04:59	Calhoun	GA	Circle	20 minutes +	No word processed sorry. I'm in Calhoun ga I live estimate not address off  dews pond towards country. ((NUFORC Note: Star?? PD))	1/07/2015
12/31/14 00:30	Crofton	MD	Chevron	20 seconds	Chevron shaped object.	1/07/2015
12/31/14 00:00	Waimanalo	HI	Sphere	5+ minutes	Orange/yellow (mostly orange) spheres popping out of the sky direction of  Waimanalo Beach Park, Hawaii	1/07/2015
12/30/14 22:30	Rancho Cucamonga	CA	Disk	2-3 seconds	This object was huge with lights on top and bottom	1/07/2015
12/30/14 20:55	Roy	UT	Light	4-5 minutes	6 lights in a random pattern over Roy, Utah.	1/07/2015
12/30/14 19:00	Cromwell	MN		3 minutes	2 flat looking planes with 3 lights on front.	1/07/2015
12/30/14 18:00	Sumner	WA	Light	Seconds	Four lights flashed in the sky.	1/07/2015
12/30/14 16:00	Drexel Hill	PA	Circle	10 minutes	Two spots in the sky did not move for several minutes, seen from a moving  vehicle.	1/07/2015
12/30/14 12:14	Anaheim	CA	Sphere	3 minutes	Many silver spheres.	1/07/2015
12/30/14 11:40	St. George	UT	Other	5:00	Donut, metallic, floating object in the daytime.	1/07/2015
12/30/14 00:05	Swannanoa	NC	Light	3-5 minutes	Never saw anything like B4; no sound, red lights, one by one, straight up,  curved into horizontal flight.	1/07/2015
12/30/14	Bluffton (Canada)		Changing	1 hour	((NUFORC Note: Source provides no information about the incident. Hoax??  PD))	1/07/2015
12/29/14 23:00	Granville	OH	Fireball	~10 minutes	Bouncing ball of orange light turned into two balls of orange dancing light.	1/07/2015
12/29/14 22:00	Tustin	CA	Formation	5-8 minutes	Very bright red objects, round, in formation one behind the other  travelling upwards at a greater speed than any commercial aircraft	1/07/2015
12/29/14 19:45	Southington	CT	Fireball	1st. sighting @ approx.	(1)white-ish pink/(2)red-ish orange massive fireballs hovering over  Southington, Ct. Then darted across sky at a abnormal speed.	1/07/2015
12/29/14 19:30	York	PA	Circle	15 minutes	Lighted objects in the night over York, PA.	1/07/2015
12/29/14 19:30	Wilmington	CA	Other	30 seconds	Fireball seen by multiple adults,children in Wilmington, Ca.	1/07/2015
12/29/14 19:00	San Luis Obispo	CA	Fireball	4 seconds	Large white object with trailing fire. ((NUFORC Note: Multiple witnesses.  Possible bright meteor. PD))	1/07/2015
12/29/14 19:00	Saint Petersburg	FL	Oval	90 seconds	Red glowing orb like on fire in a clear oval shell moving low and silent.	1/07/2015
12/29/14 19:00	Moncton (Canada)	NB	Changing	20 minutes	Strange moving lights in sky..	1/07/2015
12/29/14 18:45	Beacon Falls	CT	Triangle	~10 seconds	((HOAX??)) Huge unidentifiable craft that looked like it was on fire in the  front end, clearly saw it disappear before our eyes.	1/07/2015
12/29/14 18:44	New York City (Bronx)	NY	Light	4 seconds	Bright green object speeding in the sky.	1/07/2015
12/29/14 18:32	Trumbull	CT	Fireball	2 seconds	Aqua fireball trailed by orange flames followed by white tail. Northeast to  northwest direction.	1/07/2015
12/29/14 18:30	Ballston Lake	NY	Circle	very brief	Two large very bright, circular, white lights appeared in a linear pattern  for a brief moment then disappeared.	1/07/2015
12/29/14 18:30	Yorktown	NY	Rectangle	5 seconds	I saw this object out of the side of my car and it was large with a big  neon green glow to it thne shortly after it disapears.	1/07/2015
12/29/14 18:00	Essex	CT	Fireball	30 seconds	Purple, green and white bright colors. Fast, like shooting star, but very  bright and very close.	1/07/2015
12/29/14 17:45	Bridgeport	CT	Changing	5 seconds	Two lights flying, separating and vanishing in midair.	1/07/2015
12/29/14 16:50	Keene	NH	Oval	2 minutes	Oval light over preserve in Keene, NH.	1/07/2015
12/29/14 15:00	Niles	MI	Sphere	~15 minutes	I was visiting my mom in Oak Manor on Monday 12/29/2014. While we were in  her back yard with are dogs after lunch I spotted 2 cylinder	1/07/2015
12/29/14 06:30	Philadelphia	PA	Triangle	5 minutes	Three lighted object in triangle shape.	1/07/2015
12/29/14 03:55	Ellicott City (outside of)	MD	Triangle	1 minute	Large triangle UFO seen on Interstate 95 in Maryland.	1/07/2015
12/29/14 02:30	Penacook	NH	Circle	2 seconds	Glowing, green orb falling vertically from the sky.	1/07/2015
12/29/14 02:00	Hamlake	MN	Light	1 hour	Seen bright light above the trees. ((NUFORC Note: Possible star?? PD))	1/07/2015
12/28/14 23:00	Las Cruces	NM	Triangle	5 minutes	((NUFORC Note: No information provided by witness. PD))	1/07/2015
12/28/14 21:31	Coldwater	MI	Light	10-15 minutes	6 red lights following each other, moving quickly.	1/07/2015
12/28/14 21:00	Westland	MI	Unknown	3+ hours	Light in sky for 3+ hours. ((NUFORC Note: Possible sighting of a  "twinkling" star, maybe Sirius. PD))	1/07/2015
12/28/14 20:58	Culver City	CA	Light	1 second	Singular red light.	1/07/2015
12/28/14 20:30	Salt Springs	FL	Circle	5-10 minutes	Amber or orange orb like with a little flash sometimes along the way South  to North direction for five to ten minutes then I went back	1/07/2015
12/28/14 20:10	Sun Prairie	WI	Fireball	>5 minutes	They looked like 6 flickering fire balls.	1/07/2015
12/28/14 19:50	Sanford	FL	Circle	10 minutes	Circular objects with flashing red and white lights fluttering in the sky.	1/07/2015
12/28/14 19:45	Kanata (Canada)	ON	Fireball	8 minutes	More than a dozen round fiery orange objects floating quietly by in the  night sky.	1/07/2015
12/28/14 19:10	Salem	UT	Light	5-10 minutes	3 orange lights over Salem, Utah.	1/07/2015
12/28/14 18:25	Sarasota	FL	Fireball	2	Orange fireball heading north from Sarasota.	1/07/2015
12/28/14 18:12	Portland	ME	Fireball	5 minutea	My cousin and I were having a cigarette on here porch. Happened to look up  in the sky ,first we seen the orange orb. It was going towar	1/07/2015
12/28/14 18:00	Campo Grande (Brazil)		Fireball	15 minutes	http://g1.globo.com/mato-grosso-do-sul/noticia/2014/12/policia-de-ms-aciona-aeronautica-sobre-objeto-que-apareceu-em-sitio.html	1/07/2015
12/28/14 17:09	UK/Scotland		Light	12 minutes	A star like light moves at high speed across the sky, with rotating colored  lights.	1/07/2015
12/28/14 16:45	Effingham	IL	Sphere	15 minutes	Watched all 3 travel together then 1 hover while the other 2 appeared and  disappear.They were all white and at times looked comet like.	1/07/2015
12/28/14 13:00	Menifee	CA	Other	15 minutes	UFO sighting near Menifee, CA.	1/07/2015
12/28/14 12:10	Bonsall	CA	Cigar	2 minutes	Coming down Hwy 76 i notice a totally 'black' cigar shaped object in the  sky and not far away and not that high up in the sky.	1/07/2015
12/28/14 11:55	Colleyville	TX	Other	12:00	DFW airport area, round object sighted much faster, smaller, shinier and  higher than commercial jets in vicinity.	1/07/2015
